web-scraper-order,web-scraper-start-url,Team,W-val,L-val,ERA,G-val,GS-val,CG-val,SHO,SV-val,SVO,IP-val,H-val,R-val,ER-val,HR-val,HB-val,BB-val,SO-val,WHIP,AVG
"1718121881-485","https://www.milb.com/stats/pitching?page=4","IND","2","0","3.82","20","0","0","0","0","0","30.2","36","17","13","1","2","15","37","1.66",".286"
"1718121881-486","https://www.milb.com/stats/pitching?page=4","SYR","2","3","7.46","11","11","0","0","0","0","44.2","51","39","37","11","4","22","37","1.63",".291"
"1718121881-487","https://www.milb.com/stats/pitching?page=4","ROC","3","5","6.35","11","11","0","0","0","0","45.1","50","38","32","4","7","32","36","1.81",".279"
"1718121881-488","https://www.milb.com/stats/pitching?page=4","STP","3","4","5.81","19","1","0","0","0","0","26.1","32","20","17","2","0","13","36","1.71",".288"
"1718121881-489","https://www.milb.com/stats/pitching?page=4","WOR","1","2","5.64","12","3","0","0","0","0","30.1","23","19","19","7","2","16","36","1.29",".202"
"1718121881-490","https://www.milb.com/stats/pitching?page=4","CLT","0","4","5.83","6","6","0","0","0","0","29.1","33","22","19","9","1","11","36","1.50",".275"
"1718121881-491","https://www.milb.com/stats/pitching?page=4","GWN","0","1","5.44","8","8","0","0","0","0","43.0","44","26","26","9","0","13","36","1.33",".265"
"1718121881-492","https://www.milb.com/stats/pitching?page=4","TOL","3","3","3.55","19","0","0","0","2","3","25.1","23","14","10","4","2","15","36","1.50",".237"
"1718121881-493","https://www.milb.com/stats/pitching?page=4","CLT","2","3","5.50","8","8","0","0","0","0","37.2","39","26","23","3","5","18","35","1.51",".271"
"1718121881-494","https://www.milb.com/stats/pitching?page=4","COL","0","6","8.10","9","8","0","0","0","0","40.0","47","37","36","15","2","18","35","1.63",".296"
"1718121881-495","https://www.milb.com/stats/pitching?page=4","ROC","4","1","3.24","22","0","0","0","9","9","25.0","15","10","9","4","1","14","35","1.16",".172"
"1718121881-496","https://www.milb.com/stats/pitching?page=4","BUF","2","1","4.20","23","0","0","0","1","1","30.0","30","14","14","0","1","11","35","1.37",".259"
"1718121881-497","https://www.milb.com/stats/pitching?page=4","OMA","4","0","2.63","22","0","0","0","1","2","24.0","17","7","7","0","2","11","35","1.17",".195"
"1718121881-498","https://www.milb.com/stats/pitching?page=4","GWN","1","2","6.10","8","8","0","0","0","0","31.0","30","21","21","9","1","17","35","1.52",".250"
"1718121881-499","https://www.milb.com/stats/pitching?page=4","MEM","2","2","3.28","25","0","0","0","2","3","35.2","42","14","13","3","0","6","35","1.35",".290"
"1718121881-500","https://www.milb.com/stats/pitching?page=4","IND","1","3","6.88","9","9","0","0","0","0","34.0","39","28","26","3","1","18","34","1.68",".289"
"1718121881-501","https://www.milb.com/stats/pitching?page=4","IOW","1","2","5.02","12","10","0","0","0","0","43.0","48","27","24","5","4","17","34","1.51",".286"
"1718121881-502","https://www.milb.com/stats/pitching?page=4","TOL","3","0","2.35","17","0","0","0","0","1","23.0","16","6","6","3","2","9","34","1.09",".198"
"1718121881-503","https://www.milb.com/stats/pitching?page=4","DUR","0","2","6.14","15","0","0","0","0","0","22.0","30","18","15","1","4","11","34","1.86",".323"
"1718121881-504","https://www.milb.com/stats/pitching?page=4","NOR","3","0","3.00","20","0","0","0","1","3","27.0","23","10","9","2","3","3","34","0.96",".223"
"1718121881-505","https://www.milb.com/stats/pitching?page=4","COL","2","3","3.75","21","0","0","0","4","7","24.0","17","10","10","4","0","16","34","1.38",".198"
"1718121881-506","https://www.milb.com/stats/pitching?page=4","WOR","2","1","3.91","19","0","0","0","0","1","25.1","21","11","11","3","7","16","34","1.46",".221"
"1718121881-507","https://www.milb.com/stats/pitching?page=4","IND","1","1","4.91","15","0","0","0","0","1","18.1","15","10","10","5","1","8","34","1.25",".214"
"1718121881-508","https://www.milb.com/stats/pitching?page=4","LOU","1","5","6.54","9","9","0","0","0","0","42.2","44","31","31","11","2","8","34","1.22",".272"
"1718121886-509","https://www.milb.com/stats/pitching?page=3","NAS","1","3","6.80","10","9","0","0","0","0","43.2","48","33","33","3","3","38","43","1.97",".284"
"1718121886-510","https://www.milb.com/stats/pitching?page=3","GWN","4","1","3.63","6","6","0","0","0","0","34.2","26","15","14","3","0","16","43","1.21",".205"
"1718121886-511","https://www.milb.com/stats/pitching?page=3","SYR","3","0","2.97","6","6","0","0","0","0","30.1","14","10","10","8","0","7","43","0.69",".133"
"1718121886-512","https://www.milb.com/stats/pitching?page=3","GWN","3","3","5.12","12","5","0","0","0","0","38.2","36","25","22","6","4","15","43","1.32",".240"
"1718121886-513","https://www.milb.com/stats/pitching?page=3","ROC","3","2","3.75","9","9","0","0","0","0","36.0","22","19","15","3","0","29","42","1.42",".177"
"1718121886-514","https://www.milb.com/stats/pitching?page=3","GWN","3","2","1.98","17","2","0","0","4","4","36.1","26","10","8","3","1","12","42","1.05",".202"
"1718121886-515","https://www.milb.com/stats/pitching?page=3","CLT","1","3","4.34","13","11","0","0","0","1","56.0","51","30","27","5","4","33","42","1.50",".250"
"1718121886-516","https://www.milb.com/stats/pitching?page=3","SYR","3","0","3.82","20","0","0","0","2","2","30.2","23","14","13","5","0","18","42","1.34",".207"
"1718121886-517","https://www.milb.com/stats/pitching?page=3","BUF","1","1","4.50","15","3","0","0","0","0","32.0","25","17","16","4","0","25","42","1.56",".219"
"1718121886-518","https://www.milb.com/stats/pitching?page=3","ROC","4","3","6.89","12","12","0","0","0","0","47.0","48","37","36","5","9","35","42","1.77",".265"
"1718121886-519","https://www.milb.com/stats/pitching?page=3","CLT","1","3","5.26","10","10","1","0","0","0","49.2","52","31","29","9","4","17","42","1.39",".269"
"1718121886-520","https://www.milb.com/stats/pitching?page=3","IND","1","4","6.75","22","2","0","0","4","6","30.2","28","27","23","9","3","22","41","1.63",".248"
"1718121886-521","https://www.milb.com/stats/pitching?page=3","STP","3","2","1.98","20","1","0","0","0","0","27.1","18","11","6","0","1","21","41","1.43",".188"
"1718121886-522","https://www.milb.com/stats/pitching?page=3","NOR","1","4","9.57","9","9","0","0","0","0","36.2","57","41","39","10","4","15","41","1.96",".354"
"1718121886-523","https://www.milb.com/stats/pitching?page=3","GWN","3","3","3.86","9","8","0","0","0","0","46.2","38","20","20","7","3","19","41","1.22",".218"
"1718121886-524","https://www.milb.com/stats/pitching?page=3","LHV","4","3","5.34","11","10","0","0","0","0","60.2","75","36","36","10","0","15","40","1.48",".310"
"1718121886-525","https://www.milb.com/stats/pitching?page=3","DUR","1","2","6.14","18","0","0","0","0","0","29.1","35","23","20","6","2","14","40","1.67",".294"
"1718121886-526","https://www.milb.com/stats/pitching?page=3","DUR","4","2","6.14","13","10","0","0","0","0","51.1","65","39","35","10","5","14","40","1.54",".311"
"1718121886-527","https://www.milb.com/stats/pitching?page=3","LHV","1","6","6.31","10","10","0","0","0","0","45.2","51","34","32","6","3","33","39","1.84",".290"
"1718121886-528","https://www.milb.com/stats/pitching?page=3","LOU","1","4","3.41","29","0","0","0","11","12","29.0","19","15","11","2","3","20","39","1.34",".184"
"1718121886-529","https://www.milb.com/stats/pitching?page=3","MEM","2","1","2.67","8","7","0","0","0","0","33.2","21","11","10","4","1","25","39","1.37",".175"
"1718121886-530","https://www.milb.com/stats/pitching?page=3","LOU","4","0","2.48","26","0","0","0","1","2","29.0","17","8","8","4","0","13","38","1.03",".175"
"1718121886-531","https://www.milb.com/stats/pitching?page=3","TOL","0","2","5.61","10","10","0","0","0","0","33.2","34","22","21","4","2","21","38","1.63",".262"
"1718121886-532","https://www.milb.com/stats/pitching?page=3","SWB","3","0","4.05","7","7","0","0","0","0","33.1","26","16","15","4","0","11","38","1.11",".210"
"1718121886-533","https://www.milb.com/stats/pitching?page=3","CLT","1","2","4.21","24","0","0","0","2","4","25.2","24","14","12","3","4","16","37","1.56",".245"
"1718121891-534","https://www.milb.com/stats/pitching?page=2","COL","3","2","5.33","10","10","0","0","0","0","49.0","50","34","29","9","0","18","51","1.39",".258"
"1718121891-535","https://www.milb.com/stats/pitching?page=2","GWN","1","4","3.56","12","6","1","1","1","2","48.0","38","19","19","6","5","14","50","1.08",".220"
"1718121891-536","https://www.milb.com/stats/pitching?page=2","LOU","1","2","4.89","13","12","0","0","0","0","53.1","50","35","29","5","3","40","50","1.69",".245"
"1718121891-537","https://www.milb.com/stats/pitching?page=2","ROC","2","3","6.36","11","11","0","0","0","0","46.2","51","34","33","5","1","26","50","1.65",".277"
"1718121891-538","https://www.milb.com/stats/pitching?page=2","TOL","4","4","3.97","20","3","0","0","2","2","34.0","27","17","15","5","2","17","50","1.29",".214"
"1718121891-539","https://www.milb.com/stats/pitching?page=2","WOR","3","4","4.42","12","12","0","0","0","0","57.0","61","32","28","5","1","18","49","1.39",".271"
"1718121891-540","https://www.milb.com/stats/pitching?page=2","WOR","3","6","4.31","12","10","1","0","0","0","56.1","62","29","27","5","4","23","49","1.51",".277"
"1718121891-541","https://www.milb.com/stats/pitching?page=2","SYR","1","3","7.29","11","11","0","0","0","0","45.2","49","37","37","7","1","37","49","1.88",".269"
"1718121891-542","https://www.milb.com/stats/pitching?page=2","LOU","3","1","2.51","9","8","0","0","0","0","46.2","34","19","13","2","4","15","49","1.05",".197"
"1718121891-543","https://www.milb.com/stats/pitching?page=2","COL","2","2","7.08","12","11","0","0","0","0","48.1","53","43","38","9","2","24","47","1.59",".279"
"1718121891-544","https://www.milb.com/stats/pitching?page=2","DUR","0","5","6.75","12","9","0","0","0","0","45.1","55","35","34","9","3","19","47","1.63",".304"
"1718121891-545","https://www.milb.com/stats/pitching?page=2","SWB","4","0","4.35","23","0","0","0","2","5","31.0","22","19","15","3","1","18","47","1.29",".193"
"1718121891-546","https://www.milb.com/stats/pitching?page=2","BUF","2","0","3.91","13","12","0","0","0","0","48.1","46","24","21","4","4","23","45","1.43",".247"
"1718121891-547","https://www.milb.com/stats/pitching?page=2","JAX","5","4","3.25","11","11","0","0","0","0","61.0","59","24","22","7","3","20","45","1.30",".254"
"1718121891-548","https://www.milb.com/stats/pitching?page=2","CLT","4","4","4.27","13","10","0","0","0","0","52.2","53","25","25","7","4","23","45","1.44",".260"
"1718121891-549","https://www.milb.com/stats/pitching?page=2","WOR","4","2","4.02","11","10","0","0","0","0","53.2","48","27","24","4","2","20","45","1.27",".241"
"1718121891-550","https://www.milb.com/stats/pitching?page=2","SYR","4","2","3.86","11","11","0","0","0","0","60.2","58","29","26","8","1","25","45","1.37",".257"
"1718121891-551","https://www.milb.com/stats/pitching?page=2","LOU","2","4","9.00","12","12","0","0","0","0","50.0","64","53","50","12","5","46","45","2.20",".318"
"1718121891-552","https://www.milb.com/stats/pitching?page=2","IND","1","6","8.74","10","10","0","0","0","0","35.0","49","36","34","8","3","8","45","1.63",".327"
"1718121891-553","https://www.milb.com/stats/pitching?page=2","IND","0","0","0.99","7","7","0","0","0","0","27.1","17","4","3","1","0","8","45","0.91",".175"
"1718121891-554","https://www.milb.com/stats/pitching?page=2","IOW","2","0","6.27","18","3","0","0","1","2","37.1","40","27","26","5","0","20","45","1.61",".268"
"1718121891-555","https://www.milb.com/stats/pitching?page=2","SWB","3","1","2.53","7","7","0","0","0","0","32.0","17","9","9","1","0","21","44","1.19",".153"
"1718121891-556","https://www.milb.com/stats/pitching?page=2","SWB","1","2","3.19","10","10","0","0","0","0","36.2","24","14","13","4","2","20","44","1.20",".189"
"1718121891-557","https://www.milb.com/stats/pitching?page=2","IOW","1","2","3.81","19","0","0","0","1","4","28.1","20","14","12","4","1","22","44","1.48",".198"
"1718121891-558","https://www.milb.com/stats/pitching?page=2","STP","2","5","5.31","8","8","0","0","0","0","40.2","45","28","24","4","0","14","44","1.45",".274"
"1718121913-559","https://www.milb.com/stats/pitching","NOR","2","3","3.57","13","12","0","0","0","0","58.0","50","27","23","7","3","37","90","1.50",".230"
"1718121913-560","https://www.milb.com/stats/pitching","NOR","5","1","3.18","11","11","0","0","0","0","56.2","42","21","20","5","1","21","75","1.11",".203"
"1718121913-561","https://www.milb.com/stats/pitching","STP","1","2","3.56","12","12","0","0","0","0","48.0","43","19","19","6","1","24","71","1.40",".242"
"1718121913-562","https://www.milb.com/stats/pitching","NAS","4","5","5.17","12","11","0","0","0","0","62.2","52","39","36","8","4","29","66","1.29",".221"
"1718121913-563","https://www.milb.com/stats/pitching","OMA","3","2","2.14","25","2","0","0","2","4","42.0","22","12","10","4","1","13","65","0.83",".149"
"1718121913-564","https://www.milb.com/stats/pitching","MEM","5","4","4.46","12","10","1","0","0","1","66.2","59","35","33","12","0","20","65","1.19",".237"
"1718121913-565","https://www.milb.com/stats/pitching","SWB","4","4","7.24","12","12","0","0","0","0","54.2","59","46","44","13","5","24","62","1.52",".273"
"1718121913-566","https://www.milb.com/stats/pitching","NAS","6","1","2.83","11","10","0","0","0","0","60.1","49","20","19","8","3","20","61","1.14",".221"
"1718121913-567","https://www.milb.com/stats/pitching","LHV","6","3","5.30","12","12","2","0","0","0","73.0","73","46","43","8","0","33","61","1.45",".263"
"1718121913-568","https://www.milb.com/stats/pitching","STP","4","5","5.02","13","11","0","0","0","0","57.1","61","38","32","7","6","27","60","1.53",".270"
"1718121913-569","https://www.milb.com/stats/pitching","COL","2","5","5.02","13","8","0","0","0","0","57.1","59","39","32","15","3","27","60","1.50",".266"
"1718121913-570","https://www.milb.com/stats/pitching","DUR","4","2","3.32","12","10","0","0","0","0","57.0","58","25","21","6","3","12","60","1.23",".259"
"1718121913-571","https://www.milb.com/stats/pitching","MEM","6","5","4.50","12","12","1","0","0","0","64.0","65","36","32","9","2","27","59","1.44",".257"
"1718121913-572","https://www.milb.com/stats/pitching","IOW","4","5","4.22","13","13","1","0","0","0","64.0","64","34","30","9","4","19","58","1.30",".262"
"1718121913-573","https://www.milb.com/stats/pitching","IOW","4","2","6.63","18","3","0","0","0","0","36.2","36","28","27","12","1","18","57","1.47",".252"
"1718121913-574","https://www.milb.com/stats/pitching","SWB","3","4","6.51","12","12","0","0","0","0","56.2","61","44","41","13","1","32","55","1.64",".270"
"1718121913-575","https://www.milb.com/stats/pitching","MEM","2","4","4.50","12","12","0","0","0","0","66.0","49","33","33","11","7","25","55","1.12",".210"
"1718121913-576","https://www.milb.com/stats/pitching","NOR","1","5","10.40","12","11","0","0","1","1","45.0","55","53","52","15","9","30","54","1.89",".293"
"1718121913-577","https://www.milb.com/stats/pitching","TOL","4","3","3.29","11","11","0","0","0","0","54.2","42","22","20","5","2","21","54","1.15",".206"
"1718121913-578","https://www.milb.com/stats/pitching","OMA","6","3","6.31","11","11","0","0","0","0","51.1","54","40","36","10","1","20","53","1.44",".267"
"1718121913-579","https://www.milb.com/stats/pitching","TOL","1","3","5.06","11","11","0","0","0","0","42.2","47","27","24","6","4","13","52","1.41",".269"
"1718121913-580","https://www.milb.com/stats/pitching","MEM","3","6","5.01","13","13","1","0","0","0","70.0","78","41","39","7","0","21","52","1.41",".278"
"1718121913-581","https://www.milb.com/stats/pitching","ROC","3","2","4.43","13","11","0","0","0","0","61.0","64","33","30","7","4","21","52","1.39",".266"
"1718121913-582","https://www.milb.com/stats/pitching","STP","6","1","3.86","10","10","0","0","0","0","53.2","49","24","23","7","0","7","51","1.04",".240"
"1718121913-583","https://www.milb.com/stats/pitching","GWN","2","6","5.01","12","10","0","0","0","0","59.1","68","38","33","7","1","20","51","1.48",".287"
