web-scraper-order,web-scraper-start-url,Team,G-val,AB-val,R-val,H-val,2B-val,3B-val,HR-val,RBI,BB-val,SO-val,SB-val,CS-val,AVG,OBP,SLG,OPS
1718120365-1,https://www.milb.com/stats/?page=18,ROC,2,5,1,1,0,0,0,0,2,1,0,0,0.2,0.429,0.2,0.629
1718120365-2,https://www.milb.com/stats/?page=18,SWB,13,48,6,8,0,1,0,3,9,15,0,3,0.167,0.305,0.208,0.513
1718120365-3,https://www.milb.com/stats/?page=18,DUR,5,21,6,8,5,1,0,5,2,6,1,0,0.381,0.435,0.714,1.149
1718120365-4,https://www.milb.com/stats/?page=18,NOR,2,6,0,0,0,0,0,0,1,1,0,0,0,0.143,0,0.143
1718120365-5,https://www.milb.com/stats/?page=18,IOW,34,107,14,28,7,2,0,12,18,27,2,0,0.262,0.37,0.364,0.734
1718120365-6,https://www.milb.com/stats/?page=18,WOR,2,7,2,1,0,0,0,0,1,2,0,0,0.143,0.25,0.143,0.393
1718120365-7,https://www.milb.com/stats/?page=18,ROC,3,14,1,3,0,0,0,0,2,2,1,0,0.214,0.313,0.214,0.527
1718120387-8,https://www.milb.com/stats/?page=17,CLT,4,17,3,5,1,0,0,1,1,3,2,0,0.294,0.333,0.353,0.686
1718120387-9,https://www.milb.com/stats/?page=17,NAS,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
1718120387-10,https://www.milb.com/stats/?page=17,CLT,21,77,8,8,1,1,0,4,7,24,1,2,0.104,0.186,0.143,0.329
1718120387-11,https://www.milb.com/stats/?page=17,GWN,29,89,8,19,4,0,0,7,7,20,1,0,0.213,0.271,0.258,0.529
1718120387-12,https://www.milb.com/stats/?page=17,ROC,6,20,4,7,1,1,0,3,3,6,1,0,0.35,0.435,0.5,0.935
1718120387-13,https://www.milb.com/stats/?page=17,JAX,7,23,4,3,1,0,0,3,4,9,0,0,0.13,0.259,0.174,0.433
1718120387-14,https://www.milb.com/stats/?page=17,NOR,15,45,0,6,0,0,0,2,5,18,0,2,0.133,0.226,0.133,0.359
1718120387-15,https://www.milb.com/stats/?page=17,JAX,1,4,0,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5
1718120387-16,https://www.milb.com/stats/?page=17,LHV,4,14,6,5,0,0,0,0,2,4,0,0,0.357,0.438,0.357,0.795
1718120387-17,https://www.milb.com/stats/?page=17,CLT,10,33,2,5,1,0,0,2,0,7,0,1,0.152,0.152,0.182,0.334
1718120387-18,https://www.milb.com/stats/?page=17,IND,12,19,0,2,1,0,0,1,1,8,0,0,0.105,0.19,0.158,0.348
1718120387-19,https://www.milb.com/stats/?page=17,STP,10,27,2,4,3,0,0,4,0,9,1,0,0.148,0.179,0.259,0.438
1718120387-20,https://www.milb.com/stats/?page=17,LHV,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1718120387-21,https://www.milb.com/stats/?page=17,OMA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718120387-22,https://www.milb.com/stats/?page=17,CLT,5,11,3,1,0,0,0,1,2,4,0,0,0.091,0.375,0.091,0.466
1718120387-23,https://www.milb.com/stats/?page=17,MEM,2,1,0,0,0,0,0,0,1,1,0,0,0,0.5,0,0.5
1718120387-24,https://www.milb.com/stats/?page=17,IOW,2,5,2,2,0,0,0,0,1,1,1,0,0.4,0.5,0.4,0.9
1718120387-25,https://www.milb.com/stats/?page=17,SYR,17,62,10,14,3,0,0,4,5,11,1,2,0.226,0.284,0.274,0.558
1718120387-26,https://www.milb.com/stats/?page=17,NAS,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718120387-27,https://www.milb.com/stats/?page=17,OMA,20,71,7,10,2,0,0,3,7,25,5,1,0.141,0.238,0.169,0.407
1718120387-28,https://www.milb.com/stats/?page=17,GWN,5,22,3,5,4,0,0,1,1,8,0,0,0.227,0.261,0.409,0.67
1718120387-29,https://www.milb.com/stats/?page=17,BUF,7,31,4,7,1,0,0,4,0,9,0,0,0.226,0.226,0.258,0.484
1718120387-30,https://www.milb.com/stats/?page=17,TOL,20,44,3,8,3,0,0,3,6,19,3,1,0.182,0.28,0.25,0.53
1718120387-31,https://www.milb.com/stats/?page=17,LOU,13,34,5,6,2,0,0,4,5,10,1,0,0.176,0.275,0.235,0.51
1718120387-32,https://www.milb.com/stats/?page=17,TOL,3,8,2,5,0,0,0,1,1,1,0,0,0.625,0.667,0.625,1.292
1718120408-33,https://www.milb.com/stats/?page=16,GWN,20,71,5,17,7,0,0,7,4,18,2,0,0.239,0.276,0.338,0.614
1718120408-34,https://www.milb.com/stats/?page=16,ROC,23,90,8,23,4,0,0,8,3,20,2,1,0.256,0.287,0.3,0.587
1718120408-35,https://www.milb.com/stats/?page=16,SWB,43,116,21,32,7,2,0,17,25,33,21,2,0.276,0.404,0.371,0.775
1718120408-36,https://www.milb.com/stats/?page=16,IOW,1,1,0,1,1,0,0,1,1,0,0,0,1,1,2,3
1718120408-37,https://www.milb.com/stats/?page=16,SYR,2,8,1,3,1,0,0,3,0,1,0,0,0.375,0.375,0.5,0.875
1718120408-38,https://www.milb.com/stats/?page=16,LOU,9,24,4,6,4,0,0,0,3,5,1,0,0.25,0.357,0.417,0.774
1718120408-39,https://www.milb.com/stats/?page=16,WOR,10,33,3,8,2,0,0,5,4,13,1,1,0.242,0.324,0.303,0.627
1718120408-40,https://www.milb.com/stats/?page=16,LOU,11,24,5,3,0,0,0,2,4,14,0,0,0.125,0.25,0.125,0.375
1718120408-41,https://www.milb.com/stats/?page=16,TOL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718120408-42,https://www.milb.com/stats/?page=16,MEM,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1718120408-43,https://www.milb.com/stats/?page=16,NAS,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1718120408-44,https://www.milb.com/stats/?page=16,NAS,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718120408-45,https://www.milb.com/stats/?page=16,NAS,10,37,7,9,2,0,0,4,7,10,6,0,0.243,0.362,0.297,0.659
1718120408-46,https://www.milb.com/stats/?page=16,STP,15,47,7,7,3,0,0,2,9,14,1,0,0.149,0.281,0.213,0.494
1718120408-47,https://www.milb.com/stats/?page=16,LOU,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718120408-48,https://www.milb.com/stats/?page=16,CLT,7,16,2,2,0,0,0,0,2,6,0,1,0.125,0.263,0.125,0.388
1718120408-49,https://www.milb.com/stats/?page=16,NAS,2,7,0,1,0,0,0,0,1,2,0,0,0.143,0.25,0.143,0.393
1718120408-50,https://www.milb.com/stats/?page=16,MEM,5,17,5,3,1,0,0,1,3,4,0,0,0.176,0.3,0.235,0.535
1718120408-51,https://www.milb.com/stats/?page=16,SYR,8,20,3,2,1,0,0,2,2,8,0,0,0.1,0.174,0.15,0.324
1718120408-52,https://www.milb.com/stats/?page=16,WOR,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1718120408-53,https://www.milb.com/stats/?page=16,IND,8,27,3,6,1,0,0,2,4,3,1,1,0.222,0.323,0.259,0.582
1718120408-54,https://www.milb.com/stats/?page=16,NOR,2,5,1,2,1,0,0,0,0,3,0,0,0.4,0.4,0.6,1
1718120408-55,https://www.milb.com/stats/?page=16,SWB,19,69,9,10,1,0,0,5,17,25,4,1,0.145,0.314,0.159,0.473
1718120408-56,https://www.milb.com/stats/?page=16,IND,7,20,2,2,0,0,0,1,2,10,0,0,0.1,0.182,0.1,0.282
1718120408-57,https://www.milb.com/stats/?page=16,IND,9,30,4,5,0,0,0,3,3,10,2,0,0.167,0.229,0.167,0.396
1718120429-58,https://www.milb.com/stats/?page=15,GWN,39,142,16,35,4,0,0,18,16,17,5,0,0.246,0.319,0.275,0.594
1718120429-59,https://www.milb.com/stats/?page=15,LOU,4,16,3,4,3,0,0,2,2,3,0,0,0.25,0.333,0.438,0.771
1718120429-60,https://www.milb.com/stats/?page=15,JAX,5,19,2,2,0,1,0,0,2,7,0,0,0.105,0.19,0.211,0.401
1718120429-61,https://www.milb.com/stats/?page=15,ROC,25,82,8,15,1,0,0,5,13,30,1,0,0.183,0.295,0.195,0.49
1718120429-62,https://www.milb.com/stats/?page=15,WOR,2,6,1,2,0,0,0,2,3,1,0,0,0.333,0.556,0.333,0.889
1718120429-63,https://www.milb.com/stats/?page=15,IND,2,4,1,1,1,0,0,0,1,0,0,0,0.25,0.4,0.5,0.9
1718120429-64,https://www.milb.com/stats/?page=15,LHV,16,46,5,6,1,0,0,1,3,10,0,0,0.13,0.216,0.152,0.368
1718120429-65,https://www.milb.com/stats/?page=15,ROC,2,1,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0.5
1718120429-66,https://www.milb.com/stats/?page=15,SWB,22,78,12,22,5,2,0,5,10,24,3,0,0.282,0.374,0.397,0.771
1718120429-67,https://www.milb.com/stats/?page=15,WOR,9,30,3,10,2,0,0,2,5,9,2,0,0.333,0.444,0.4,0.844
1718120429-68,https://www.milb.com/stats/?page=15,JAX,33,104,7,19,4,0,0,3,11,35,0,1,0.183,0.261,0.221,0.482
1718120429-69,https://www.milb.com/stats/?page=15,NOR,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1718120429-70,https://www.milb.com/stats/?page=15,IOW,39,143,25,40,8,0,0,16,17,31,3,2,0.28,0.35,0.336,0.686
1718120429-71,https://www.milb.com/stats/?page=15,LOU,3,8,3,2,0,0,0,2,4,1,1,0,0.25,0.5,0.25,0.75
1718120429-72,https://www.milb.com/stats/?page=15,TOL,3,9,1,3,2,0,0,1,0,1,0,0,0.333,0.4,0.556,0.956
1718120429-73,https://www.milb.com/stats/?page=15,TOL,9,22,5,5,2,0,0,3,6,7,2,0,0.227,0.393,0.318,0.711
1718120429-74,https://www.milb.com/stats/?page=15,CLT,2,6,1,2,1,0,0,0,1,1,0,0,0.333,0.429,0.5,0.929
1718120429-75,https://www.milb.com/stats/?page=15,STP,3,10,3,4,0,0,0,0,3,2,0,0,0.4,0.538,0.4,0.938
1718120429-76,https://www.milb.com/stats/?page=15,IOW,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718120429-77,https://www.milb.com/stats/?page=15,SYR,11,34,3,3,1,0,0,2,3,13,0,0,0.088,0.162,0.118,0.28
1718120429-78,https://www.milb.com/stats/?page=15,COL,2,5,3,1,0,0,0,1,2,0,1,0,0.2,0.429,0.2,0.629
1718120429-79,https://www.milb.com/stats/?page=15,SWB,2,5,1,0,0,0,0,0,2,1,0,0,0,0.286,0,0.286
1718120429-80,https://www.milb.com/stats/?page=15,STP,4,14,1,3,0,0,0,1,2,4,0,0,0.214,0.313,0.214,0.527
1718120429-81,https://www.milb.com/stats/?page=15,TOL,12,46,3,10,2,0,0,2,4,19,4,0,0.217,0.308,0.261,0.569
1718120429-82,https://www.milb.com/stats/?page=15,STP,6,23,3,4,1,0,0,0,1,8,1,0,0.174,0.208,0.217,0.425
1718120433-83,https://www.milb.com/stats/?page=14,GWN,49,174,19,35,6,3,1,23,17,31,4,2,0.201,0.284,0.287,0.571
1718120433-84,https://www.milb.com/stats/?page=14,MEM,33,134,11,35,9,2,1,11,9,24,3,1,0.261,0.306,0.381,0.687
1718120433-85,https://www.milb.com/stats/?page=14,NAS,26,96,14,22,5,0,1,8,20,31,1,1,0.229,0.362,0.313,0.675
1718120433-86,https://www.milb.com/stats/?page=14,IND,4,7,1,2,1,0,1,1,0,2,0,1,0.286,0.286,0.857,1.143
1718120433-87,https://www.milb.com/stats/?page=14,GWN,2,7,2,2,1,0,1,2,0,4,0,0,0.286,0.286,0.857,1.143
1718120433-88,https://www.milb.com/stats/?page=14,IND,11,33,5,6,1,0,0,1,9,9,0,1,0.182,0.357,0.212,0.569
1718120433-89,https://www.milb.com/stats/?page=14,JAX,3,11,0,2,0,0,0,2,0,2,0,0,0.182,0.182,0.182,0.364
1718120433-90,https://www.milb.com/stats/?page=14,MEM,14,40,5,8,2,0,0,3,3,10,6,0,0.2,0.25,0.25,0.5
1718120433-91,https://www.milb.com/stats/?page=14,NAS,3,8,3,0,0,0,0,0,2,4,0,0,0,0.273,0,0.273
1718120433-92,https://www.milb.com/stats/?page=14,ROC,54,200,33,56,7,1,0,24,27,43,21,3,0.28,0.362,0.325,0.687
1718120433-93,https://www.milb.com/stats/?page=14,DUR,2,5,0,1,1,0,0,0,0,1,0,0,0.2,0.2,0.4,0.6
1718120433-94,https://www.milb.com/stats/?page=14,IOW,11,15,0,2,0,0,0,0,3,6,1,0,0.133,0.278,0.133,0.411
1718120433-95,https://www.milb.com/stats/?page=14,JAX,3,13,0,3,1,0,0,0,0,6,1,0,0.231,0.231,0.308,0.539
1718120433-96,https://www.milb.com/stats/?page=14,IND,15,40,2,11,5,0,0,6,4,20,0,0,0.275,0.383,0.4,0.783
1718120433-97,https://www.milb.com/stats/?page=14,JAX,3,11,2,3,0,0,0,1,2,2,0,0,0.273,0.385,0.273,0.658
1718120433-98,https://www.milb.com/stats/?page=14,STP,2,6,0,0,0,0,0,1,0,3,0,0,0,0,0,0
1718120433-99,https://www.milb.com/stats/?page=14,COL,5,19,5,4,0,0,0,4,2,3,0,0,0.211,0.304,0.211,0.515
1718120433-100,https://www.milb.com/stats/?page=14,IOW,14,43,2,9,3,0,0,4,11,14,2,0,0.209,0.37,0.279,0.649
1718120433-101,https://www.milb.com/stats/?page=14,BUF,2,7,0,2,1,0,0,1,1,1,0,0,0.286,0.375,0.429,0.804
1718120433-102,https://www.milb.com/stats/?page=14,IND,8,26,3,5,2,0,0,5,2,12,0,0,0.192,0.276,0.269,0.545
1718120433-103,https://www.milb.com/stats/?page=14,COL,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718120433-104,https://www.milb.com/stats/?page=14,SWB,4,10,2,1,0,0,0,1,2,3,0,0,0.1,0.308,0.1,0.408
1718120433-105,https://www.milb.com/stats/?page=14,DUR,2,4,0,1,1,0,0,1,1,2,0,0,0.25,0.4,0.5,0.9
1718120433-106,https://www.milb.com/stats/?page=14,JAX,13,52,4,19,4,1,0,3,4,4,3,0,0.365,0.411,0.481,0.892
1718120433-107,https://www.milb.com/stats/?page=14,LHV,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1718120437-108,https://www.milb.com/stats/?page=13,STP,17,54,14,16,3,0,1,8,19,6,3,0,0.296,0.474,0.407,0.881
1718120437-109,https://www.milb.com/stats/?page=13,COL,10,32,6,8,1,0,1,4,8,5,1,1,0.25,0.415,0.375,0.79
1718120437-110,https://www.milb.com/stats/?page=13,BUF,20,59,10,9,2,0,1,3,2,22,0,0,0.153,0.219,0.237,0.456
1718120437-111,https://www.milb.com/stats/?page=13,STP,7,28,4,7,2,0,1,3,3,5,0,0,0.25,0.313,0.429,0.742
1718120437-112,https://www.milb.com/stats/?page=13,JAX,25,93,18,22,5,0,1,7,12,34,3,0,0.237,0.336,0.323,0.659
1718120437-113,https://www.milb.com/stats/?page=13,SYR,9,29,3,10,2,0,1,2,0,6,0,0,0.345,0.345,0.517,0.862
1718120437-114,https://www.milb.com/stats/?page=13,OMA,18,53,4,3,0,0,1,5,4,14,0,0,0.057,0.136,0.113,0.249
1718120437-115,https://www.milb.com/stats/?page=13,MEM,7,18,3,4,2,0,1,2,5,5,0,0,0.222,0.417,0.5,0.917
1718120437-116,https://www.milb.com/stats/?page=13,CLT,37,116,13,31,6,1,1,11,17,21,3,1,0.267,0.356,0.362,0.718
1718120437-117,https://www.milb.com/stats/?page=13,CLT,17,50,5,6,3,1,1,7,7,27,3,0,0.12,0.228,0.28,0.508
1718120437-118,https://www.milb.com/stats/?page=13,STP,51,164,34,35,12,1,1,6,39,41,5,1,0.213,0.384,0.317,0.701
1718120437-119,https://www.milb.com/stats/?page=13,TOL,8,33,8,7,2,2,1,5,4,6,4,0,0.212,0.297,0.485,0.782
1718120437-120,https://www.milb.com/stats/?page=13,CLT,12,44,5,14,2,0,1,3,4,11,1,0,0.318,0.38,0.432,0.812
1718120437-121,https://www.milb.com/stats/?page=13,WOR,4,12,3,4,1,0,1,1,1,5,0,0,0.333,0.385,0.667,1.052
1718120437-122,https://www.milb.com/stats/?page=13,MEM,45,156,23,40,10,2,1,19,22,46,0,0,0.256,0.366,0.365,0.731
1718120437-123,https://www.milb.com/stats/?page=13,CLT,5,20,3,2,0,0,1,3,0,6,0,0,0.1,0.182,0.25,0.432
1718120437-124,https://www.milb.com/stats/?page=13,LHV,13,39,5,12,3,0,1,7,5,11,1,0,0.308,0.386,0.462,0.848
1718120437-125,https://www.milb.com/stats/?page=13,NOR,44,141,19,31,7,0,1,11,20,46,12,3,0.22,0.315,0.291,0.606
1718120437-126,https://www.milb.com/stats/?page=13,IOW,8,28,8,5,0,0,1,2,4,8,0,0,0.179,0.343,0.286,0.629
1718120437-127,https://www.milb.com/stats/?page=13,WOR,8,29,7,11,0,0,1,5,2,4,2,0,0.379,0.424,0.483,0.907
1718120437-128,https://www.milb.com/stats/?page=13,COL,56,227,31,54,7,5,1,17,24,55,9,1,0.238,0.308,0.326,0.634
1718120437-129,https://www.milb.com/stats/?page=13,IND,7,28,3,7,0,1,1,2,1,13,0,0,0.25,0.276,0.429,0.705
1718120437-130,https://www.milb.com/stats/?page=13,TOL,6,24,8,8,3,0,1,4,4,5,0,0,0.333,0.429,0.583,1.012
1718120437-131,https://www.milb.com/stats/?page=13,SWB,25,78,8,18,6,0,1,11,12,31,1,2,0.231,0.33,0.346,0.676
1718120437-132,https://www.milb.com/stats/?page=13,DUR,15,34,4,5,1,0,1,2,2,9,1,0,0.147,0.194,0.265,0.459
